0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
29219.0,17754.6,20665.5,14773.1,7504.8,3216.0,13770.9,13363.4,25845.8,24122.3,8863.1,3242.2,0.0,19437.0,6518.3,23776.9,25715.7,12818.0,933.1,23420.3,18732.4,30211.9,13656.9,11505.1,13363.4,14455.1,2389.2,10936.6,25537.5,21330.2,24760.1,20665.5,4304.4,13833.6,24796.0,20636.7,7462.2,21418.1,14414.0,5876.2,26035.0,23420.3,15937.2,15065.5,7325.3,14902.0,7320.8,21071.2,22967.3,14670.9,10590.6,8740.8
19706.5,14844.4,28156.0,17649.4,12702.2,16293.4,13708.2,31573.2,16894.9,10932.3,11539.4,16375.0,18769.3,0.0,17508.9,14808.7,11081.9,26655.3,18883.5,16057.8,3461.5,9031.0,22605.9,25342.3,31573.2,7726.1,21413.7,12596.1,16569.3,16768.7,11570.1,28156.0,22514.2,14444.7,15827.7,13109.7,13859.2,28908.6,21588.1,16542.5,8233.5,16057.8,20220.9,33275.4,21190.3,11088.4,18774.0,14630.4,5576.6,8298.3,13729.0,26950.7
22785.2,14959.8,16097.9,7609.5,6617.7,7074.5,7068.9,19481.3,19973.6,18250.1,6402.1,5286.1,6936.8,16558.7,0.0,17904.7,19843.5,10950.0,7051.1,20625.5,12860.1,27417.1,15693.8,9637.1,19481.3,8582.9,7417.7,10039.3,19665.3,18535.3,18887.9,16097.9,10422.4,7131.6,18923.7,14764.5,8199.7,16850.4,11260.3,8659.0,23240.2,20625.5,8851.5,21183.5,12353.8,8200.0,3097.9,16285.1,17095.1,8798.7,3888.6,14858.8
9281.9,27433.8,21544.4,14663.1,22915.4,23416.8,11308.2,40988.1,2432.3,10557.9,21752.5,22917.3,24567.9,14160.5,19068.8,0.0,3432.8,25759.6,24682.2,33099.5,13337.6,26400.3,32020.7,22733.9,40988.1,10173.3,25048.8,22010.9,2013.1,31009.4,11195.7,21544.4,31929.1,11203.9,2513.1,3210.3,24072.3,22297.0,18989.7,25957.4,25602.8,33099.5,13496.8,42690.2,30605.2,8719.2,20800.3,7906.3,9433.5,11863.3,15755.4,36365.5
10973.5,27724.1,23236.0,16334.4,23205.7,23707.2,12979.5,41278.4,4841.1,6737.7,22042.8,23207.6,24858.2,10340.4,19359.1,3340.0,0.0,27430.9,24972.5,33389.8,11490.2,19357.9,32311.0,24405.1,41278.4,10463.6,25339.2,22301.2,4420.5,31299.7,7375.5,23236.0,32219.4,12875.1,3103.0,4881.5,24362.6,23988.5,20661.0,26247.7,18560.4,33389.8,15168.1,42980.5,30895.5,10390.5,21090.6,9577.6,5613.4,12153.6,16045.7,36655.8
27350.6,25824.4,9143.4,12286.3,15574.6,13606.4,15345.9,25689.4,28697.4,29356.7,16932.9,11898.3,12978.5,27506.8,11086.4,27025.9,28964.7,0.0,13092.8,31490.1,23966.7,38281.7,24620.8,4138.4,25689.4,19689.5,13353.1,18453.7,28531.6,29400.0,29994.5,9143.4,17019.0,15182.6,28044.9,23885.7,15532.0,10506.4,8649.3,15759.2,34104.8,31490.1,14068.9,27391.5,18289.2,17199.5,10376.6,19202.8,28201.7,19905.3,14995.2,19547.3
29434.5,17970.1,20881.0,14988.6,7720.2,3431.5,13986.4,13285.9,26061.3,24337.8,9078.6,3457.7,916.2,19652.5,6733.8,23992.4,25931.2,13033.5,0.0,23635.7,18947.8,30427.4,13872.4,11720.6,13285.9,14670.6,2604.7,11152.0,25753.0,21545.6,24975.6,20881.0,4226.9,14049.1,25011.4,20852.2,7677.6,21633.6,14629.5,6091.6,26250.5,23635.7,16152.7,14988.0,7540.7,15117.4,7536.3,21286.7,23182.8,14886.4,10806.1,8663.3
35748.0,5555.0,33954.8,25466.5,15873.5,19464.7,24925.9,30772.1,32936.4,31212.9,14710.7,19546.3,22332.0,15847.1,20680.2,30867.5,32806.3,29826.6,22446.3,0.0,22424.9,6674.4,11951.2,28513.6,30772.1,22354.4,22218.9,13024.5,32628.1,7511.6,31850.7,33954.8,23319.5,24988.6,31886.5,27727.3,17030.5,34707.4,30136.9,17347.7,7424.8,0.0,26708.5,34206.5,21735.5,26875.7,22514.1,29247.9,23915.5,21022.0,20147.2,27592.8
17681.9,18569.4,24707.5,14200.8,14050.9,17642.1,10259.6,32123.6,14870.3,10376.0,12888.1,17723.7,22077.2,3739.0,13593.9,12801.4,10525.7,23177.6,22191.5,24235.0,0.0,12402.6,23156.3,21864.6,32123.6,4277.5,21964.1,13146.5,14561.9,22144.9,11013.8,24707.5,23064.6,10996.2,13820.4,9661.2,15207.9,25460.0,18139.6,17092.9,11605.1,24235.0,16772.3,33825.8,21740.7,7639.8,15325.4,11181.8,5013.7,4637.3,10280.5,27501.1
30943.0,9951.8,38351.6,29863.3,20270.3,23861.5,29322.7,35168.9,28131.4,20928.3,19107.5,23943.1,26728.8,9587.0,25077.0,26062.5,21077.9,34223.4,26843.1,7339.1,14318.4,0.0,16348.0,32910.4,35168.9,17549.3,26615.7,17421.3,27823.0,11908.4,21566.1,38351.6,27716.3,29385.4,27081.5,22922.2,21427.3,39104.2,34533.7,21744.5,1164.7,7339.1,31105.3,38603.3,26132.3,22070.7,26910.9,24442.9,15572.6,16255.9,24544.0,31989.6
35836.7,7337.4,31664.1,25771.8,11949.9,10475.4,21464.8,14367.8,33025.1,31301.5,13308.2,11723.1,13504.8,21567.6,14212.2,30956.2,32895.0,23816.7,13619.0,12884.6,22513.5,19676.2,0.0,22503.7,14367.8,22443.0,12480.0,10662.8,32716.7,12287.0,31939.3,31664.1,12572.1,21527.5,31975.2,27815.9,11907.3,32416.7,25412.6,7928.2,23565.0,12884.6,26935.9,16876.3,9456.7,26964.4,16536.1,29336.6,26127.9,21110.7,20241.1,15314.0
23874.0,24380.5,7756.1,9428.1,14130.6,12162.5,12487.7,24047.2,25220.8,25092.5,15489.0,10454.4,11534.5,26062.9,9642.5,23549.3,25488.1,3668.2,11648.8,30046.2,22522.8,36837.8,23176.9,0.0,24047.2,18245.5,11909.2,17009.8,25054.9,27956.0,25730.3,7756.1,15376.9,12324.4,24568.3,20409.1,14088.0,9119.0,5172.7,14315.3,32660.9,30046.2,10592.3,25749.4,16845.3,14341.3,7353.7,15726.2,23937.5,18461.3,13551.2,17905.2
38344.9,25009.0,29631.5,23899.0,18900.9,13348.1,26958.6,0.0,39901.9,38178.3,20259.2,13374.3,10832.8,28444.4,16650.4,37832.9,39771.7,23372.6,10816.2,30674.7,29390.3,37466.3,17424.0,21756.7,0.0,24587.2,12883.8,17539.6,39593.5,28584.6,38816.1,29631.5,7588.6,26795.2,38852.0,34692.7,18858.3,30384.1,23380.0,14879.2,33289.4,30674.7,25063.1,5765.4,9258.1,25034.1,17991.0,30197.0,33004.7,24803.0,20722.7,5172.7
14456.2,18346.0,21481.7,9942.9,11847.3,13684.1,6001.8,27379.7,11644.6,9921.0,10684.4,13184.5,14835.2,7982.4,9336.1,9575.7,11514.5,18919.7,14949.5,24011.7,4283.9,17312.5,22932.9,17606.8,27379.7,0.0,15316.1,12923.1,11336.2,21921.6,10558.9,21481.7,18320.8,6738.3,10594.7,6435.4,13004.2,22234.3,13881.7,16869.6,16515.0,24011.7,13546.6,29081.9,20252.2,3381.9,11067.6,7956.1,8766.0,2130.5,6022.6,22757.2
30016.0,18388.1,21462.5,15570.1,7561.7,3966.5,14872.6,15912.5,26947.5,25224.0,8920.1,4343.9,2081.1,20070.5,7620.0,24878.6,26817.4,13615.0,2064.5,24053.8,21016.5,30845.4,11886.1,12302.0,15912.5,15556.8,0.0,9165.7,26639.2,21963.7,25861.8,21462.5,6853.5,14935.3,25897.6,21738.4,7519.1,22215.0,15210.9,6505.4,26668.5,24053.8,16734.2,17614.7,5554.4,16003.6,8117.8,21868.2,24069.0,15772.6,11692.3,11290.0
28636.4,12684.8,27491.7,21599.3,5099.0,6895.2,17586.5,19378.7,25824.7,24101.2,8184.3,8142.9,9332.3,14367.2,10632.0,23755.8,25694.6,19644.2,9446.6,18350.5,15313.2,25142.1,10411.4,18331.2,19378.7,15242.7,9219.2,0.0,25516.4,16260.4,24739.0,27491.7,10319.7,17649.2,24774.8,20615.6,5070.2,28244.2,21240.1,4348.0,20965.2,18350.5,22763.4,21080.9,8995.8,19764.0,14147.0,22136.3,18927.6,13910.3,13040.8,14756.2
7902.3,29130.5,20164.7,16359.8,24612.1,25113.6,13004.9,42684.8,1117.8,12254.6,23449.2,24614.0,26264.6,15857.2,20765.5,1951.4,4324.0,27848.9,26378.9,34796.2,15034.3,28097.0,33717.4,24823.1,42684.8,11870.0,26745.6,23707.6,0.0,32706.1,12892.4,20164.7,33625.8,12900.6,2260.3,4907.0,25769.0,20917.3,21079.0,27654.1,27299.5,34796.2,15193.5,44386.9,32301.9,10415.9,22497.0,9603.0,11130.2,13560.0,17452.1,38062.2
33560.4,3196.8,31767.2,23278.9,13685.9,17277.1,22738.3,26150.7,30748.8,29025.3,12523.1,17358.7,20061.8,18003.4,18492.6,28679.9,30618.7,27639.0,20176.1,8416.0,20237.3,15207.6,11274.4,26326.0,26150.7,20166.8,19948.7,10754.3,30440.5,0.0,29663.1,31767.2,21049.2,22801.0,29698.9,25539.7,14842.9,32519.8,27949.3,15077.5,15622.7,8416.0,24520.9,31936.3,19465.3,24688.1,20326.5,27060.3,21727.9,18834.4,17959.6,25322.6
15771.5,27857.8,28034.0,18182.7,23339.3,23834.6,14241.6,37530.2,12959.8,1032.6,22176.5,23335.0,24985.6,10756.0,19486.5,10873.6,7146.8,29070.2,25099.9,33523.5,11905.8,19773.5,32444.7,27757.2,37530.2,10591.1,25466.6,22434.9,12634.2,31433.3,0.0,28034.0,28471.2,14978.1,11892.6,9679.5,24496.3,28786.5,22121.5,26381.3,18976.0,33523.5,19622.0,39232.3,31029.1,11621.7,21218.0,14031.5,6029.0,12281.0,16173.1,32907.6
18937.4,29549.1,0.0,10633.9,21173.2,19205.0,13625.8,32200.4,20284.2,27984.4,20991.4,17496.9,18577.1,28418.4,16685.0,21952.7,23891.5,9034.4,18691.3,35214.8,24719.8,42006.4,30219.4,7690.4,32200.4,18726.7,18951.7,24052.3,20118.3,33124.7,28622.2,0.0,23530.1,12012.8,22971.7,18462.7,21130.6,1725.2,7304.4,21357.8,37829.5,35214.8,9467.6,33902.6,23887.8,15871.9,12994.7,13779.8,26860.0,20817.4,15907.4,26058.4
30822.7,19239.8,20972.7,16376.8,11378.7,5825.9,19436.4,10113.7,32379.7,30656.2,12737.1,5852.2,3310.7,20922.2,9128.2,30310.8,32249.6,14969.2,3294.0,24905.5,21868.2,31697.1,12737.7,13097.9,10113.7,17065.0,5361.7,10017.4,32071.3,22815.3,31294.0,20972.7,0.0,19273.1,31329.8,27170.5,11336.1,21725.3,14721.2,7357.1,27520.2,24905.5,17540.9,11815.8,4925.8,17511.9,10468.9,22674.9,25482.5,17280.8,13200.5,5491.1
12625.2,22364.3,12416.0,5647.1,14022.2,14824.0,1956.1,32003.9,13433.4,14953.6,13806.5,14324.5,15975.1,14689.7,9436.5,11364.5,13303.3,16743.6,16089.4,28029.9,10991.1,24019.7,23443.3,13717.9,32003.9,6713.9,16456.0,16963.2,13125.1,25939.8,15591.4,12416.0,22944.9,0.0,12383.5,8224.3,16126.4,13168.6,8762.8,16408.6,23222.2,28029.9,4480.8,33706.1,21392.1,3859.1,9827.6,6485.2,13798.6,8348.6,8722.5,28855.6
10034.0,28185.9,22296.5,15415.2,23667.5,24169.0,12060.4,41740.2,2585.3,11310.0,22504.6,23669.4,25320.0,14912.7,19820.9,2229.7,2515.9,26511.8,25434.3,33851.6,14089.7,27152.4,32772.8,23486.0,41740.2,10925.5,25801.0,22763.0,1990.6,31761.5,11947.8,22296.5,32681.2,11956.0,0.0,3962.4,24824.4,23049.1,19741.8,26709.5,26354.9,33851.6,14249.0,43442.3,31357.3,9471.3,21552.4,8658.5,10185.6,12615.4,16507.5,37117.6
8020.8,24955.4,20283.3,12184.7,20437.0,20938.5,8829.9,38509.7,5209.1,9162.5,19274.1,20438.9,22089.5,12765.1,16590.4,3140.2,5079.0,23281.3,22203.8,30621.1,10859.2,23921.9,29542.3,20255.5,38509.7,7695.0,22570.5,19532.5,4900.8,28531.0,9800.3,20283.3,29450.7,8725.5,4159.3,0.0,21594.0,21035.8,16511.3,23479.0,23124.4,30621.1,11018.5,40211.8,28126.8,6240.8,18321.9,5428.0,8038.1,9384.9,13277.0,33887.1
29214.2,12839.4,23325.0,15129.8,2589.6,6180.8,14589.2,20319.0,26402.5,24679.0,3947.9,6262.4,10272.5,14521.8,8392.6,24333.6,26272.4,16763.2,10386.8,18505.1,15891.0,25296.7,11351.6,15450.2,20319.0,13330.0,10159.5,3090.6,26094.2,16415.0,25316.8,23325.0,11260.0,14651.8,25352.6,21193.4,0.0,24077.6,17073.5,2804.3,21119.8,18505.1,19283.1,22021.1,9936.1,16390.3,10687.5,22714.1,19505.4,14488.2,10709.5,15696.4
19650.5,30346.5,1562.8,11347.0,21970.6,20002.4,14423.2,32997.8,20997.2,28697.4,21788.8,18294.3,19374.5,29131.4,17482.4,22665.8,24604.6,10372.5,19488.7,36012.2,25432.9,42803.8,31016.8,11718.1,32997.8,19439.8,19749.1,24849.7,20831.4,33922.1,29335.2,1562.8,24327.5,12725.9,23684.8,19175.8,21928.0,0.0,8101.8,22155.2,37698.0,36012.2,10180.7,34700.0,24685.2,16585.0,13792.1,14492.9,27573.1,21614.8,16704.8,26855.8
21039.1,25426.2,6998.4,5623.2,15176.3,13208.2,8682.8,26203.6,22385.9,21287.5,16534.7,11500.1,12580.2,21366.9,10688.2,20714.4,22653.2,7949.7,12694.5,31091.9,17668.3,37883.5,24222.6,4923.9,26203.6,13391.1,12954.9,18055.5,22220.1,29001.7,21925.3,6998.4,17533.3,8519.4,21733.5,17574.2,15133.7,7751.0,0.0,15361.0,33706.6,31091.9,7757.4,27905.8,17891.0,10536.3,6997.9,12891.3,20132.5,15874.4,10964.3,20061.6
31344.7,15393.2,24226.2,18333.8,4854.7,3380.2,14369.7,17686.9,28533.1,26809.6,6213.1,4627.9,6066.8,17075.6,7117.1,26464.2,28403.0,16378.7,6181.1,21058.8,18021.6,27850.5,8633.3,15065.7,17686.9,14068.8,5953.7,6170.8,28224.7,18968.7,27447.4,24226.2,8627.9,14432.3,27483.2,23323.9,4812.1,24978.7,17974.6,0.0,23673.6,21058.8,19497.9,19389.1,7304.0,15500.7,10881.5,24844.6,21635.9,16618.7,11189.4,13064.4
30347.1,10774.4,39174.2,30685.9,21092.9,24684.1,30145.3,35991.5,27535.4,20332.3,19930.1,24765.7,27551.4,8991.1,25899.6,25466.5,20481.9,35046.0,27665.7,8161.7,13722.4,1134.9,17170.6,33733.0,35991.5,16953.4,27438.3,18243.9,27227.1,12731.0,20970.1,39174.2,28538.9,30208.0,26485.5,22326.3,22249.9,39926.8,35356.3,22567.1,0.0,8161.7,31927.9,39425.9,26954.9,21474.7,27733.5,23847.0,14976.6,15660.0,25366.6,32812.2
35748.0,5555.0,33954.8,25466.5,15873.5,19464.7,24925.9,30772.1,32936.4,31212.9,14710.7,19546.3,22332.0,15847.1,20680.2,30867.5,32806.3,29826.6,22446.3,0.0,22424.9,6674.4,11951.2,28513.6,30772.1,22354.4,22218.9,13024.5,32628.1,7511.6,31850.7,33954.8,23319.5,24988.6,31886.5,27727.3,17030.5,34707.4,30136.9,17347.7,7424.8,0.0,26708.5,34206.5,21735.5,26875.7,22514.1,29247.9,23915.5,21022.0,20147.2,27592.8
11977.1,22524.7,9503.7,1857.7,18312.9,16344.7,6026.3,28214.5,13818.8,19682.5,13967.0,14636.6,15716.8,20475.7,9596.9,13660.2,15599.0,12954.2,15831.0,28190.4,16777.1,29839.8,27359.1,9928.4,28214.5,10784.0,16091.4,17123.6,13653.0,26100.3,20320.3,9503.7,19155.5,4070.1,14679.3,10520.0,18270.3,10256.3,6184.3,18497.5,29042.3,28190.4,0.0,29916.7,21027.5,7929.2,10134.4,5837.1,18558.1,13793.1,8883.0,25066.1
44751.7,31415.9,36038.3,30305.8,25307.7,19754.9,33365.4,6406.9,46308.7,44585.2,26666.1,19781.2,17239.7,34851.2,23057.3,44239.8,46178.6,29779.4,17223.1,37081.6,35797.2,43873.2,18844.2,28163.5,6406.9,30994.1,19290.7,23946.4,46000.4,34991.4,45223.0,36038.3,13995.5,33202.1,45258.8,41099.6,25265.1,36790.9,29786.8,21286.1,39696.3,37081.6,31469.9,0.0,15665.0,31440.9,24397.9,36603.9,39411.5,31209.9,27129.6,11579.5
34263.1,17103.9,24604.4,19817.2,10912.3,8213.6,19119.7,11351.7,31913.3,30189.8,12270.7,8591.0,7550.2,20455.8,11867.1,29844.4,31783.2,18600.9,7664.5,22769.5,21401.8,29561.2,9518.8,16729.6,11351.7,19803.9,5974.4,9551.0,31604.9,20679.4,30827.6,24604.4,3698.2,19182.4,30863.4,26704.1,10869.7,25357.0,18352.9,6890.7,25384.3,22769.5,20981.3,13053.8,0.0,20250.8,12364.9,26115.3,25016.1,19998.9,15939.4,6729.1
12120.8,21685.8,15910.7,7105.2,14697.9,14281.5,3164.1,27977.1,10888.6,11242.8,13535.0,13781.9,15432.6,11322.2,8893.9,8819.7,10758.5,17099.1,15546.8,27351.4,7623.6,20652.2,26272.7,15261.3,27977.1,3346.4,15913.5,16262.9,10580.2,25261.3,11880.6,15910.7,18918.1,3900.6,9838.7,5679.5,15854.9,16663.3,11044.0,20209.3,19854.7,27351.4,7975.6,29679.3,20849.6,0.0,9285.1,5973.1,10087.8,4981.2,8873.2,23354.6
21144.6,18414.4,13039.4,6698.7,9162.2,7194.1,8345.3,20529.3,22491.4,20490.2,9856.7,5486.0,6566.1,18798.8,3117.9,20144.8,22083.6,9373.5,6680.4,24080.1,15100.2,30871.7,18208.5,6572.8,20529.3,10823.0,6940.8,12041.4,22325.5,21990.0,21128.0,13039.4,11470.4,9595.0,21163.8,17004.6,9119.6,13792.0,6787.9,9346.9,26694.8,24080.1,7862.9,22231.5,11876.8,9476.3,0.0,12996.8,19335.2,11038.8,6128.7,15906.8
6147.7,26082.5,14409.5,7640.6,21564.0,22127.6,6789.1,33997.4,7989.4,14891.7,20401.2,20419.5,21499.7,15684.8,17717.5,8869.4,10808.2,18737.1,21614.0,31748.1,11986.3,25048.9,30669.4,15711.4,33997.4,8822.0,21874.3,20659.6,7823.5,29658.0,15529.5,14409.5,24938.4,6725.0,9888.4,5729.2,22721.0,15162.1,11967.2,24606.0,24251.4,31748.1,6474.3,35699.6,26810.4,6645.5,15917.3,0.0,13767.3,10511.9,14404.0,30849.1
14463.7,22039.3,26726.2,16858.7,17520.9,21112.1,12917.5,35593.6,11652.0,5689.4,16358.0,22010.9,23661.6,4791.9,18162.4,9565.8,5839.0,27746.1,23775.8,27705.0,4896.8,13809.4,26626.2,26433.2,35593.6,9267.0,24142.5,16616.4,11326.4,20254.1,6327.2,26726.2,26534.6,13654.0,10584.8,8371.7,18677.8,27478.7,20797.5,20562.9,13011.9,27705.0,18658.3,37295.7,25210.7,10297.7,19894.0,13067.8,0.0,8107.2,14849.0,30971.0
15793.7,16831.2,22819.2,12342.0,12312.8,15904.0,7271.4,30385.5,12982.0,11258.5,11149.9,14261.4,15912.0,8137.3,10412.9,10913.1,12851.9,19996.6,16026.3,22496.9,4438.7,15817.6,21418.1,18683.6,30385.5,1591.3,16392.9,11408.3,12673.7,20406.8,11896.3,22819.2,21326.5,8008.0,11932.1,7772.9,13469.8,23571.8,16280.8,15354.8,15020.1,22496.9,14884.0,32087.6,20002.6,4651.6,12144.4,9293.6,10103.5,0.0,7099.5,25762.9
18896.6,16098.6,15880.9,7392.6,9137.1,10973.9,6851.9,24669.6,16085.0,14361.5,7974.2,10474.4,12125.0,12670.1,5463.4,14016.1,15954.9,15047.1,12239.3,21764.3,8971.5,28555.9,20771.9,13734.1,24669.6,4694.3,12605.9,10762.1,15776.7,19674.1,14999.3,15880.9,15610.6,6576.9,15035.1,10875.9,10294.1,16633.5,11331.3,12068.5,19930.2,21764.3,8634.5,26371.7,17542.0,7754.6,7194.9,12396.5,13206.5,4910.1,0.0,20047.0
37063.7,25021.0,24613.9,22617.8,21257.1,17661.9,25677.4,8966.2,38410.5,38190.3,22615.4,13386.3,10844.8,28456.3,18949.8,37844.9,39783.7,18355.0,10828.2,30686.7,29402.3,37478.3,17436.0,16739.1,8966.2,24599.2,14579.6,17551.6,38244.6,28596.6,38828.1,24613.9,7600.6,25514.1,38863.9,34704.7,21214.5,25366.5,18362.4,14891.2,33301.4,30686.7,23781.9,10668.4,9270.1,27531.0,18240.0,28915.9,33016.7,24815.0,22858.6,0.0
